Indicator,Description
Rand per US Dollar,Weighted average of the banks' daily rates at approximately 10:30 am. Weights are based on the banks' foreign exchange transactions.
,
Date,Value
 2019-12-04,14.6129
 2019-12-03,14.5691
 2019-12-02,14.6861
 2019-11-29,14.6955
 2019-11-28,14.7837
 2019-11-27,14.762
 2019-11-26,14.8174
 2019-11-25,14.6994
 2019-11-22,14.5949
 2019-11-21,14.7526
 2019-11-20,14.8254
 2019-11-19,14.7539
 2019-11-18,14.7425
 2019-11-15,14.785
 2019-11-14,14.945
 2019-11-13,14.9449
 2019-11-12,14.8794
 2019-11-11,14.9281
 2019-11-08,14.7749
 2019-11-07,14.7737
 2019-11-06,14.7845
 2019-11-05,14.7391
 2019-11-04,14.8356
 2019-11-01,15.0719
 2019-10-31,15.0823
 2019-10-30,14.6283
 2019-10-29,14.5509
 2019-10-28,14.5531
 2019-10-25,14.6299
 2019-10-24,14.6354
 2019-10-23,14.6475
 2019-10-22,14.7396
 2019-10-21,14.7532
 2019-10-18,14.7875
 2019-10-17,14.8467
 2019-10-16,15.0037
 2019-10-15,14.8059
 2019-10-14,14.8136
 2019-10-11,14.9319
 2019-10-10,15.1102
 2019-10-09,15.2138
 2019-10-08,15.1579
 2019-10-07,15.1291
 2019-10-04,15.1643
 2019-10-03,15.1585
 2019-10-02,15.3802
 2019-10-01,15.2187
 2019-09-30,15.1971
 2019-09-27,15.071
 2019-09-26,15.0776
 2019-09-25,14.989
 2019-09-23,14.9592
 2019-09-20,14.7992
 2019-09-19,14.6649
 2019-09-18,14.6349
 2019-09-17,14.7536
 2019-09-16,14.6588
 2019-09-13,14.556
 2019-09-12,14.6038
 2019-09-11,14.706
 2019-09-10,14.7249
 2019-09-09,14.7774
 2019-09-06,14.7806
 2019-09-05,14.7532
 2019-09-04,14.9383
 2019-09-03,15.2256
 2019-09-02,15.1542
 2019-08-30,15.2324
 2019-08-29,15.3438
 2019-08-28,15.2839
 2019-08-27,15.321
 2019-08-26,15.2849
 2019-08-23,15.1411
 2019-08-22,15.2261
 2019-08-21,15.2346
 2019-08-20,15.3949
 2019-08-19,15.3793
 2019-08-16,15.1825
 2019-08-15,15.2838
 2019-08-14,15.1626
 2019-08-13,15.3524
 2019-08-12,15.412
 2019-08-08,15.0611
 2019-08-07,14.8924
 2019-08-06,14.7886
 2019-08-05,14.9185
 2019-08-02,14.7089
 2019-08-01,14.4699
 2019-07-31,14.1784
 2019-07-30,14.2011
 2019-07-29,14.2762
 2019-07-26,14.1524
 2019-07-25,13.9542
 2019-07-24,13.9326
 2019-07-23,13.8933
 2019-07-22,13.9225
 2019-07-19,13.8574
 2019-07-18,13.9938
 2019-07-17,13.9769
 2019-07-16,13.8849
 2019-07-15,13.8938
 2019-07-12,13.9174
 2019-07-11,13.9502
 2019-07-10,14.1986
 2019-07-09,14.206
 2019-07-08,14.1829
 2019-07-05,14.0877
 2019-07-04,13.9942
 2019-07-03,14.1303
 2019-07-02,14.2069
 2019-07-01,14.1074
 2019-06-28,14.1487
 2019-06-27,14.1846
 2019-06-26,14.3285
 2019-06-25,14.3015
 2019-06-24,14.271
 2019-06-21,14.4013
 2019-06-20,14.2252
 2019-06-19,14.5187
 2019-06-18,14.6827
 2019-06-14,14.8474
 2019-06-13,14.8449
 2019-06-12,14.7488
 2019-06-11,14.7474
 2019-06-10,14.8669
 2019-06-07,15.1165
 2019-06-06,14.8874
 2019-06-05,14.7427
 2019-06-04,14.4255
 2019-06-03,14.5738
 2019-05-31,14.7581
 2019-05-30,14.6307
 2019-05-29,14.8641
 2019-05-28,14.5746
 2019-05-27,14.4258
 2019-05-24,14.4264
 2019-05-23,14.4599
 2019-05-22,14.3649
 2019-05-21,14.4655
 2019-05-20,14.3674
 2019-05-17,14.3363
 2019-05-16,14.201
 2019-05-15,14.2384
 2019-05-14,14.254
 2019-05-13,14.2849
 2019-05-10,14.2549
 2019-05-09,14.3995
 2019-05-07,14.4626
 2019-05-06,14.4702
 2019-05-03,14.5492
 2019-05-02,14.4268
 2019-04-30,14.3319
 2019-04-29,14.3278
 2019-04-26,14.3816
 2019-04-25,14.4946
 2019-04-24,14.3474
 2019-04-23,14.2165
 2019-04-18,14.0699
 2019-04-17,13.9475
 2019-04-16,14.0435
 2019-04-15,13.9349
 2019-04-12,13.9581
 2019-04-11,13.921
 2019-04-10,14.0288
 2019-04-09,14.061
 2019-04-08,14.1405
 2019-04-05,14.1024
 2019-04-04,14.191
 2019-04-03,14.1396
 2019-04-02,14.2112
 2019-04-01,14.2747
 2019-03-29,14.5968
 2019-03-28,14.6804
 2019-03-27,14.4669
 2019-03-26,14.3838
 2019-03-25,14.481
 2019-03-22,14.3451
 2019-03-20,14.485
 2019-03-19,14.4188
 2019-03-18,14.4311
 2019-03-15,14.4415
 2019-03-14,14.446
 2019-03-13,14.3633
 2019-03-12,14.2649
 2019-03-11,14.3446
 2019-03-08,14.5496
 2019-03-07,14.2824
 2019-03-06,14.1935
 2019-03-05,14.1902
 2019-03-04,14.219
 2019-03-01,14.1054
 2019-02-28,13.9532
 2019-02-27,13.8394
 2019-02-26,13.8585
 2019-02-25,13.8482
 2019-02-22,13.9843
 2019-02-21,13.9085
 2019-02-20,14.1018
 2019-02-19,14.1699
 2019-02-18,14.1031
 2019-02-15,14.1863
 2019-02-14,14.1574
 2019-02-13,13.756
 2019-02-12,13.7721
 2019-02-11,13.6242
 2019-02-08,13.6505
 2019-02-07,13.5913
 2019-02-06,13.4499
 2019-02-05,13.4101
 2019-02-04,13.3568
 2019-02-01,13.2966
 2019-01-31,13.3249
 2019-01-30,13.5932
 2019-01-29,13.7068
 2019-01-28,13.64
 2019-01-25,13.6823
 2019-01-24,13.7956
 2019-01-23,13.919
 2019-01-22,13.9176
 2019-01-21,13.8848
 2019-01-18,13.7631
 2019-01-17,13.7387
 2019-01-16,13.707
 2019-01-15,13.822
 2019-01-14,13.9269
 2019-01-11,13.8401
 2019-01-10,13.863
 2019-01-09,13.9507
 2019-01-08,13.9699
 2019-01-07,13.9272
 2019-01-04,14.1551
 2019-01-03,14.487
 2019-01-02,14.4348
