name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
Singapore,SGP,SGD,3.6,1.5873,29961.308,49867.527,01 05 2006
Singapore,SGP,SGD,3.6,1.53795,33768.446,53655.809,01 01 2007
Singapore,SGP,SGD,3.95,1.52375,33768.446,53655.809,01 06 2007
Singapore,SGP,SGD,3.95,1.35275,39432.895,59429.381,01 06 2008
Singapore,SGP,SGD,4.22,1.4645,40008.577,56606.568,01 07 2009
Singapore,SGP,SGD,4.45,1.39555,38926.813,56619.622,01 01 2010
Singapore,SGP,SGD,4.23,1.3742,38926.813,56619.622,01 07 2010
Singapore,SGP,SGD,4.41,1.20705,47236.672,64407.595,01 07 2011
Singapore,SGP,SGD,4.85,1.2928,53891.462,67783.381,01 01 2012
Singapore,SGP,SGD,4.4,1.2585,53891.462,67783.381,01 07 2012
Singapore,SGP,SGD,4.5,1.23485,55547.546,69416.447,01 01 2013
Singapore,SGP,SGD,4.7,1.2747,55547.546,69416.447,01 07 2013
Singapore,SGP,SGD,4.6,1.27885,56967.426,71283.34,01 01 2014
Singapore,SGP,SGD,4.7,1.238,56967.426,71283.34,01 07 2014
Singapore,SGP,SGD,4.7,1.33315,57564.802,72937.483,01 01 2015
Singapore,SGP,SGD,4.7,1.3664,57564.802,72937.483,01 07 2015
Singapore,SGP,SGD,4.7,1.43725,55645.607,76502.971,01 01 2016
Singapore,SGP,SGD,5.45,1.3577,55645.607,76502.971,01 07 2016
Singapore,SGP,SGD,5.6,1.43875,56895.643,78603.969,01 01 2017
Singapore,SGP,SGD,5.6,1.3777,56895.643,78603.969,01 07 2017
Singapore,SGP,SGD,5.8,1.32255,61164.897,84464.136,01 01 2018
Singapore,SGP,SGD,5.8,1.35585,61164.897,84464.136,01 07 2018
Singapore,SGP,SGD,5.8,1.3559,66836.539,90151.908,01 01 2019
Singapore,SGP,SGD,5.8,1.3613,66836.539,90151.908,09 07 2019
Singapore,SGP,SGD,5.9,1.34715,66070.471,90130.583,14 01 2020
Singapore,SGP,SGD,5.9,1.3876,66070.471,90130.583,01 07 2020
Singapore,SGP,SGD,5.9,1.3308,61274.006,84542.3,01 01 2021
Singapore,SGP,SGD,5.9,1.36825,61274.006,84542.3,01 07 2021
Singapore,SGP,SGD,5.9,1.35215,77710.07,104402.184,01 01 2022
Singapore,SGP,SGD,5.9,1.3914,77710.07,104402.184,01 07 2022
Singapore,SGP,SGD,5.9,1.32015,82807.649,114164.146,01 01 2023
Singapore,SGP,SGD,6.45,1.3278,82807.649,114164.146,01 07 2023
Slovakia,SVK,EUR,3,0.853205921,17591.574,15577.655,01 07 2018
Slovakia,SVK,EUR,3.2,0.872486149,19508.308,16511.615,01 01 2019
Slovakia,SVK,EUR,3.2,0.892339267,19508.308,16511.615,09 07 2019
Slovakia,SVK,EUR,3.4,0.899159286,19398.856,17326.625,14 01 2020
Slovakia,SVK,EUR,3.6,0.879623521,19398.856,17326.625,01 07 2020
Slovakia,SVK,EUR,3.7,0.823011399,19533.5,17115.404,01 01 2021
Slovakia,SVK,EUR,3.7,0.850159405,19533.5,17115.404,01 07 2021
Slovakia,SVK,EUR,3.8,0.89206066,21357.009,18045.229,01 01 2022
Slovakia,SVK,EUR,3.9,0.97585,21357.009,18045.229,01 07 2022
Slovakia,SVK,EUR,4,0.9195,20889.59,19821.658,01 01 2023
Slovakia,SVK,EUR,4.3,0.90699,20889.59,19821.658,01 07 2023
Slovenia,SVN,EUR,2.3,0.853205921,23511.316,20819.693,01 07 2018
Slovenia,SVN,EUR,2.3,0.872486149,26224.257,22195.918,01 01 2019
Slovenia,SVN,EUR,2.4,0.892339267,26224.257,22195.918,09 07 2019
Slovenia,SVN,EUR,2.4,0.899159286,26112.484,23323.088,14 01 2020
Slovenia,SVN,EUR,2.5,0.879623521,26112.484,23323.088,01 07 2020
Slovenia,SVN,EUR,2.5,0.823011399,25604.69,22435.028,01 01 2021
Slovenia,SVN,EUR,2.6,0.850159405,25604.69,22435.028,01 07 2021
Slovenia,SVN,EUR,2.8,0.89206066,29298.411,24755.178,01 01 2022
Slovenia,SVN,EUR,3.2,0.97585,29298.411,24755.178,01 07 2022
Slovenia,SVN,EUR,3.5,0.9195,29502.336,27994.096,01 01 2023
Slovenia,SVN,EUR,3.6,0.90699,29502.336,27994.096,01 07 2023
South Africa,ZAF,ZAR,9,6.72,3423.595,20929.007,01 04 2000
South Africa,ZAF,ZAR,9.7,8.13,3382.066,23455.189,01 04 2001
South Africa,ZAF,ZAR,9.7,10.9,2964.029,25499.541,01 04 2002
South Africa,ZAF,ZAR,13.95,7.56,2791.18,29353.446,01 04 2003
South Africa,ZAF,ZAR,12.4,6.66,4209.22,31842.05,01 05 2004
South Africa,ZAF,ZAR,13.95,6.6482,5415.089,34927.774,01 06 2005
South Africa,ZAF,ZAR,13.95,6.0803,6033.211,38382.783,01 01 2006
South Africa,ZAF,ZAR,13.95,6.597,6033.211,38382.783,01 05 2006
South Africa,ZAF,ZAR,15.5,7.10975,6276.173,42471.907,01 01 2007
South Africa,ZAF,ZAR,15.5,6.971,6276.173,42471.907,01 06 2007
South Africa,ZAF,ZAR,16.95,7.56325,6776.465,47804.009,01 06 2008
South Africa,ZAF,ZAR,17.95,8.2805,6355.879,52447.655,01 07 2009
South Africa,ZAF,ZAR,17.95,7.3045,6552.265,55282.006,01 01 2010
South Africa,ZAF,ZAR,18.45,7.5365,6552.265,55282.006,01 07 2010
South Africa,ZAF,ZAR,19.45,6.76885,8130.193,59529.954,01 07 2011
South Africa,ZAF,ZAR,19.95,8.1304,8799.477,63823.342,01 01 2012
South Africa,ZAF,ZAR,19.95,8.4683,8799.477,63823.342,01 07 2012
South Africa,ZAF,ZAR,20.9,9.047,8207.059,67379.275,01 01 2013
South Africa,ZAF,ZAR,22.5,10.04725,8207.059,67379.275,01 07 2013
South Africa,ZAF,ZAR,23.5,10.87765,7458.04,71973.191,01 01 2014
South Africa,ZAF,ZAR,24.5,10.5145,7458.04,71973.191,01 07 2014
South Africa,ZAF,ZAR,25.5,11.47875,6984.926,75748.03,01 01 2015
South Africa,ZAF,ZAR,26,12.41455,6984.926,75748.03,01 07 2015
South Africa,ZAF,ZAR,28,15.81375,6256.667,79787.626,01 01 2016
South Africa,ZAF,ZAR,30,14.27375,6256.667,79787.626,01 07 2016
South Africa,ZAF,ZAR,26.32,13.9525,5750.785,84611.303,01 01 2017
South Africa,ZAF,ZAR,30,13.27,5750.785,84611.303,01 07 2017
South Africa,ZAF,ZAR,30,12.25815,6678.292,88938.159,01 01 2018
South Africa,ZAF,ZAR,31,13.3619,6678.292,88938.159,01 07 2018
South Africa,ZAF,ZAR,31,13.8675,6972.702,92314.503,01 01 2019
South Africa,ZAF,ZAR,31,14.175,6972.702,92314.503,09 07 2019
South Africa,ZAF,ZAR,31,14.391,6609.041,95511.102,14 01 2020
South Africa,ZAF,ZAR,31,16.6725,6609.041,95511.102,01 07 2020
South Africa,ZAF,ZAR,33.5,15.5225,5661.013,93202.442,01 01 2021
South Africa,ZAF,ZAR,33.5,14.6625,5661.013,93202.442,01 07 2021
South Africa,ZAF,ZAR,39.9,15.47,6965.188,102962.888,01 01 2022
South Africa,ZAF,ZAR,39.9,17.03625,6965.188,102962.888,01 07 2022
South Africa,ZAF,ZAR,49.9,17.21,6694.358,109536.433,01 01 2023
South Africa,ZAF,ZAR,49.9,17.78375,6694.358,109536.433,01 07 2023
South Korea,KOR,KRW,3000,1108,10666.862,12687583.89,01 04 2000
South Korea,KOR,KRW,3000,1325,12263.471,13862167.32,01 04 2001
South Korea,KOR,KRW,3100,1304,11563.04,14925456.03,01 04 2002
South Korea,KOR,KRW,3300,1220,13159.675,16470682.09,01 04 2003
South Korea,KOR,KRW,3200,1177,14672.418,17484325.78,01 05 2004
South Korea,KOR,KRW,2500,1005.5,16482.75,18893338.35,01 06 2005
South Korea,KOR,KRW,2500,977.45,19398.494,19870426.96,01 01 2006
South Korea,KOR,KRW,2500,952.4,19398.494,19870426.96,01 05 2006
South Korea,KOR,KRW,2900,940.15,21730.952,20760465.71,01 01 2007
South Korea,KOR,KRW,2900,922.5,21730.952,20760465.71,01 06 2007
South Korea,KOR,KRW,3200,1018.05,24083.338,22382472.73,01 06 2008
South Korea,KOR,KRW,3400,1314.5,21387.709,23529170.74,01 07 2009
South Korea,KOR,KRW,3400,1140.5,19139.732,24445360.46,01 01 2010
South Korea,KOR,KRW,3400,1204.45,19139.732,24445360.46,01 07 2010
South Korea,KOR,KRW,3700,1056.2,23077.161,26690241.17,01 07 2011
South Korea,KOR,KRW,3700,1158.75,25100.188,27813991,01 01 2012
South Korea,KOR,KRW,3700,1151,25100.188,27813991,01 07 2012
South Korea,KOR,KRW,3700,1085.475,25459.168,28687560.1,01 01 2013
South Korea,KOR,KRW,3900,1135.7,25459.168,28687560.1,01 07 2013
South Korea,KOR,KRW,3700,1067.3,27179.519,29761097.47,01 01 2014
South Korea,KOR,KRW,4100,1023.75,27179.519,29761097.47,01 07 2014
South Korea,KOR,KRW,4100,1083.3,29252.933,30798658.1,01 01 2015
South Korea,KOR,KRW,4300,1143.5,29252.933,30798658.1,01 07 2015
South Korea,KOR,KRW,4300,1197.75,28737.439,32500678.67,01 01 2016
South Korea,KOR,KRW,4400,1140.95,28737.439,32500678.67,01 07 2016
South Korea,KOR,KRW,4400,1196.45,29274.232,33987783.51,01 01 2017
South Korea,KOR,KRW,4400,1144.65,29274.232,33987783.51,01 07 2017
South Korea,KOR,KRW,4400,1069.25,31600.735,35740457.55,01 01 2018
South Korea,KOR,KRW,4500,1116,31600.735,35740457.55,01 07 2018
South Korea,KOR,KRW,4500,1118.6,33447.154,36797331.89,01 01 2019
South Korea,KOR,KRW,4500,1180.55,33447.154,36797331.89,09 07 2019
South Korea,KOR,KRW,4500,1156.1,31902.417,37177720.81,14 01 2020
South Korea,KOR,KRW,4500,1200.95,31902.417,37177720.81,01 07 2020
South Korea,KOR,KRW,4500,1097.35,31728.304,37439564.24,01 01 2021
South Korea,KOR,KRW,4600,1150.35,31728.304,37439564.24,01 07 2021
South Korea,KOR,KRW,4600,1205.5,34997.985,40036002.79,01 01 2022
South Korea,KOR,KRW,4600,1313.45,34997.985,40036002.79,01 07 2022
South Korea,KOR,KRW,4900,1235.45,32250.409,41649683.28,01 01 2023
South Korea,KOR,KRW,5200,1274.65,32250.409,41649683.28,01 07 2023
Spain,ESP,EUR,3.5,0.697520315,30566.877,23038.054,01 07 2011
Spain,ESP,EUR,3.5,0.788239467,31676.69,22760.98,01 01 2012
Spain,ESP,EUR,3.5,0.824844311,31676.69,22760.98,01 07 2012
Spain,ESP,EUR,3.5,0.736946829,28344.913,22047.965,01 01 2013
Spain,ESP,EUR,3.5,0.777756173,28344.913,22047.965,01 07 2013
Spain,ESP,EUR,3.65,0.737218475,29094.337,21906.12,01 01 2014
Spain,ESP,EUR,3.65,0.742748914,29094.337,21906.12,01 07 2014
Spain,ESP,EUR,3.65,0.863073404,29537.627,22228.076,01 01 2015
Spain,ESP,EUR,3.65,0.912700224,29537.627,22228.076,01 07 2015
Spain,ESP,EUR,3.5,0.930232558,25776.217,23229.66,01 01 2016
Spain,ESP,EUR,3.5,0.908306463,25776.217,23229.66,01 07 2016
Spain,ESP,EUR,3.95,0.955246692,26549.363,23991.884,01 01 2017
Spain,ESP,EUR,3.8,0.875695083,26549.363,23991.884,01 07 2017
Spain,ESP,EUR,3.95,0.816826629,28211.927,24982.169,01 01 2018
Spain,ESP,EUR,4.1,0.853205921,28211.927,24982.169,01 07 2018
Spain,ESP,EUR,3.95,0.872486149,30438.338,25762.67,01 01 2019
Spain,ESP,EUR,3.95,0.892339267,30438.338,25762.67,09 07 2019
Spain,ESP,EUR,4.2,0.899159286,29603.298,26441.005,14 01 2020
Spain,ESP,EUR,4.1,0.879623521,29603.298,26441.005,01 07 2020
Spain,ESP,EUR,4.33,0.823011399,26943.767,23608.338,01 01 2021
Spain,ESP,EUR,4.4,0.850159405,26943.767,23608.338,01 07 2021
Spain,ESP,EUR,4.58,0.89206066,30133.937,25461.141,01 01 2022
Spain,ESP,EUR,4.58,0.97585,30133.937,25461.141,01 07 2022
Spain,ESP,EUR,4.85,0.9195,29420.615,27916.552,01 01 2023
Spain,ESP,EUR,5.2,0.90699,29420.615,27916.552,01 07 2023
Sri Lanka,LKA,LKR,140,99,1162.71,112150.411,01 05 2004
Sri Lanka,LKA,LKR,175,99.945,1259.771,127582.909,01 06 2005
Sri Lanka,LKA,LKR,190,102.955,1477.595,148459.868,01 05 2006
Sri Lanka,LKA,LKR,190,102.955,1698.156,176506.335,01 01 2007
Sri Lanka,LKA,LKR,210,111.4,1698.156,176506.335,01 06 2007
Sri Lanka,LKA,LKR,210,107.55,1928.714,213364.891,01 06 2008
Sri Lanka,LKA,LKR,210,114.86,2410.801,261101.401,01 07 2009
Sri Lanka,LKA,LKR,210,114.86,2472.242,284252.723,01 01 2010
Sri Lanka,LKA,LKR,210,112.775,2472.242,284252.723,01 07 2010
Sri Lanka,LKA,LKR,280,109.475,2894.26,327201.299,01 07 2011
Sri Lanka,LKA,LKR,290,113.93,3320.074,367240.604,01 01 2012
Sri Lanka,LKA,LKR,290,131,3320.074,367240.604,01 07 2012
Sri Lanka,LKA,LKR,350,126.45,3446.355,440112.656,01 01 2013
Sri Lanka,LKA,LKR,370,130.8,3446.355,440112.656,01 07 2013
Sri Lanka,LKA,LKR,350,130.8,3737.366,482797.668,01 01 2014
Sri Lanka,LKA,LKR,350,130.255,3737.366,482797.668,01 07 2014
Sri Lanka,LKA,LKR,350,131.875,3969.713,518592.357,01 01 2015
Sri Lanka,LKA,LKR,350,133.85,3969.713,518592.357,01 07 2015
Sri Lanka,LKA,LKR,350,144.05,4057.742,551596.9,01 01 2016
Sri Lanka,LKA,LKR,530,146.2,4057.742,551596.9,01 07 2016
Sri Lanka,LKA,LKR,550,150.06,4150.367,604300.052,01 01 2017
Sri Lanka,LKA,LKR,580,153.725,4150.367,604300.052,01 07 2017
Sri Lanka,LKA,LKR,580,153.8,4401.055,670925.154,01 01 2018
Sri Lanka,LKA,LKR,580,159.27,4401.055,670925.154,01 07 2018
Sri Lanka,LKA,LKR,580,182.245,4360.149,708441.809,01 01 2019
Sri Lanka,LKA,LKR,640,175.675,4360.149,708441.809,09 07 2019
Sri Lanka,LKA,LKR,580,181.45,4082.694,729760.859,14 01 2020
Sri Lanka,LKA,LKR,680,185.85,4082.694,729760.859,01 07 2020
Sri Lanka,LKA,LKR,700,189,3893.842,722668.142,01 01 2021
Sri Lanka,LKA,LKR,700,199.5,3893.842,722668.142,01 07 2021
Sri Lanka,LKA,LKR,840,202.41,4016.024,798242.192,01 01 2022
Sri Lanka,LKA,LKR,1340,360,4016.024,798242.192,01 07 2022
Sri Lanka,LKA,LKR,1820,364.655,3362.075,1057719.543,01 01 2023
Sri Lanka,LKA,LKR,1820,327.5,3362.075,1057719.543,01 07 2023
Sweden,SWE,SEK,24,8.84,30928.571,255545.101,01 04 2000
Sweden,SWE,SEK,24,10.28,29589.141,271102.937,01 04 2001
Sweden,SWE,SEK,26,10.4,27207.49,281029.861,01 04 2002
Sweden,SWE,SEK,30,8.34,29846.186,290615.995,01 04 2003
Sweden,SWE,SEK,30,7.61,37249.257,301208.823,01 05 2004
Sweden,SWE,SEK,31,7.4402,42736.876,314068.459,01 06 2005
Sweden,SWE,SEK,33,7.7119,43349.851,323957.266,01 01 2006
Sweden,SWE,SEK,33,7.28455,43349.851,323957.266,01 05 2006
Sweden,SWE,SEK,32,7.04125,46425.841,342541.421,01 01 2007
Sweden,SWE,SEK,33,6.79165,46425.841,342541.421,01 06 2007
Sweden,SWE,SEK,38,5.96085,53496.534,361570.771,01 06 2008
Sweden,SWE,SEK,39,7.90915,55929.862,368639.27,01 07 2009
Sweden,SWE,SEK,39,7.0821,46734.909,357700.54,01 01 2010
Sweden,SWE,SEK,48.4,7.37355,46734.909,357700.54,01 07 2010
Sweden,SWE,SEK,48.4,6.3352,52658.794,379539.529,01 07 2011
Sweden,SWE,SEK,41,6.9338,60540.218,393120.532,01 01 2012
Sweden,SWE,SEK,39.97301987,6.9777,60540.218,393120.532,01 07 2012
Sweden,SWE,SEK,40.55930138,6.3492,57816.023,391704.47,01 01 2013
Sweden,SWE,SEK,41.61,6.7583,57816.023,391704.47,01 07 2013
Sweden,SWE,SEK,40.7,6.47315,60845.007,396342.654,01 01 2014
Sweden,SWE,SEK,40.7,6.836,60845.007,396342.654,01 07 2014
Sweden,SWE,SEK,40.7,8.19145,59704.814,409621.892,01 01 2015
Sweden,SWE,SEK,43.7,8.52265,59704.814,409621.892,01 07 2015
Sweden,SWE,SEK,45,8.60185,51274.278,432490.371,01 01 2016
Sweden,SWE,SEK,44.94,8.59485,51274.278,432490.371,01 07 2016
Sweden,SWE,SEK,48,9.12455,51590.473,441717.2,01 01 2017
Sweden,SWE,SEK,48.97,8.41565,51590.473,441717.2,01 07 2017
Sweden,SWE,SEK,49.1,8.0188,53459.072,457014.17,01 01 2018
Sweden,SWE,SEK,51,8.7526,53459.072,457014.17,01 07 2018
Sweden,SWE,SEK,52,8.90625,54295.731,471966.636,01 01 2019
Sweden,SWE,SEK,51,9.47505,54295.731,471966.636,09 07 2019
Sweden,SWE,SEK,51.5,9.4591,51694.498,488944.612,14 01 2020
Sweden,SWE,SEK,52.6,9.1384,51694.498,488944.612,01 07 2020
Sweden,SWE,SEK,52.88,8.29525,52706.294,485441.256,01 01 2021
Sweden,SWE,SEK,54,8.7165,52706.294,485441.256,01 07 2021
Sweden,SWE,SEK,54,9.3341,60929.619,522566.939,01 01 2022
Sweden,SWE,SEK,57,10.19785,60929.619,522566.939,01 07 2022
Sweden,SWE,SEK,57.4,10.2154,55689.403,563256.613,01 01 2023
Sweden,SWE,SEK,60.27,10.5075,55689.403,563256.613,01 07 2023
Switzerland,CHE,CHF,5.9,1.7,41768.021,62742.041,01 04 2000
Switzerland,CHE,CHF,6.3,1.73,38968.647,65811.907,01 04 2001
Switzerland,CHE,CHF,6.3,1.66,39830.4,67218.38,01 04 2002
Switzerland,CHE,CHF,6.3,1.37,42654.238,66481.216,01 04 2003
Switzerland,CHE,CHF,6.3,1.29,49512.355,66675.855,01 05 2004
Switzerland,CHE,CHF,6.3,1.2475,54784.748,68124.606,01 06 2005
Switzerland,CHE,CHF,6.3,1.2776,56378.441,70201.119,01 01 2006
Switzerland,CHE,CHF,6.3,1.20885,56378.441,70201.119,01 05 2006
Switzerland,CHE,CHF,6.3,1.2485,59209.29,74239.174,01 01 2007
Switzerland,CHE,CHF,6.3,1.2112,59209.29,74239.174,01 06 2007
Switzerland,CHE,CHF,6.5,1.02215,65363.358,78459.941,01 06 2008
Switzerland,CHE,CHF,6.5,1.08605,74668.372,80872.567,01 07 2009
Switzerland,CHE,CHF,6.5,1.03115,71892.702,78229.447,01 01 2010
Switzerland,CHE,CHF,6.5,1.05085,71892.702,78229.447,01 07 2010
Switzerland,CHE,CHF,6.5,0.80615,76833.551,80130.144,01 07 2011
Switzerland,CHE,CHF,6.5,0.9551,90933.214,80752.516,01 01 2012
Switzerland,CHE,CHF,6.5,0.9906,90933.214,80752.516,01 07 2012
Switzerland,CHE,CHF,6.5,0.9123,86281.933,80905.229,01 01 2013
Switzerland,CHE,CHF,6.5,0.9674,86281.933,80905.229,01 07 2013
Switzerland,CHE,CHF,6.5,0.91005,87872.114,81448.974,01 01 2014
Switzerland,CHE,CHF,6.16,0.9024,87872.114,81448.974,01 07 2014
Switzerland,CHE,CHF,6.5,0.86165,89273.258,81787.789,01 01 2015
Switzerland,CHE,CHF,6.5,0.9528,89273.258,81787.789,01 07 2015
Switzerland,CHE,CHF,6.5,1.0088,84236.087,81067.237,01 01 2016
Switzerland,CHE,CHF,6.5,0.9861,84236.087,81067.237,01 07 2016
Switzerland,CHE,CHF,6.5,1.0236,82568.763,81362.796,01 01 2017
Switzerland,CHE,CHF,6.5,0.96415,82568.763,81362.796,01 07 2017
Switzerland,CHE,CHF,6.5,0.96085,82572.19,81308.147,01 01 2018
Switzerland,CHE,CHF,6.5,0.99325,82572.19,81308.147,01 07 2018
Switzerland,CHE,CHF,6.5,0.98165,85545.271,83654.008,01 01 2019
Switzerland,CHE,CHF,6.5,0.99355,85545.271,83654.008,09 07 2019
Switzerland,CHE,CHF,6.5,0.96825,84473.28,83941.872,14 01 2020
Switzerland,CHE,CHF,6.5,0.94125,84473.28,83941.872,01 07 2020
Switzerland,CHE,CHF,6.5,0.89155,85872.732,80631.49,01 01 2021
Switzerland,CHE,CHF,6.5,0.92275,85872.732,80631.49,01 07 2021
Switzerland,CHE,CHF,6.5,0.93105,92238.988,84292.215,01 01 2022
Switzerland,CHE,CHF,6.5,0.96845,92238.988,84292.215,01 07 2022
Switzerland,CHE,CHF,6.7,0.92315,92371.449,88209.2,01 01 2023
Switzerland,CHE,CHF,6.7,0.86685,92371.449,88209.2,01 07 2023
Taiwan,TWN,TWD,70,30.6,13752.716,443795.548,01 04 2000
Taiwan,TWN,TWD,70,32.9,14844.238,463648.655,01 04 2001
Taiwan,TWN,TWD,70,34.8,13357.195,451647.956,01 04 2002
Taiwan,TWN,TWD,70,34.8,13651.355,472049.054,01 04 2003
Taiwan,TWN,TWD,75,33.4,14040.597,483266.82,01 05 2004
Taiwan,TWN,TWD,75,31.175,15290.307,511092.54,01 06 2005
Taiwan,TWN,TWD,75,31.9495,16427.459,528611.003,01 01 2006
Taiwan,TWN,TWD,75,32.141,16427.459,528611.003,01 05 2006
Taiwan,TWN,TWD,75,32.9255,16892.883,549584.603,01 01 2007
Taiwan,TWN,TWD,75,32.7705,16892.883,549584.603,01 06 2007
Taiwan,TWN,TWD,75,30.3625,17723.704,582093.712,01 06 2008
Taiwan,TWN,TWD,75,33.1755,18053.591,569304.959,01 07 2009
Taiwan,TWN,TWD,75,31.8425,16904.543,558805.035,01 01 2010
Taiwan,TWN,TWD,75,32.1055,16904.543,558805.035,01 07 2010
Taiwan,TWN,TWD,75,28.834,19181.358,607040.425,01 07 2011
Taiwan,TWN,TWD,75,29.9795,20838.589,614090.637,01 01 2012
Taiwan,TWN,TWD,75,30.1955,20838.589,614090.637,01 07 2012
Taiwan,TWN,TWD,75,29.502,21256.361,629519.517,01 01 2013
Taiwan,TWN,TWD,79,30.0285,21256.361,629519.517,01 07 2013
Taiwan,TWN,TWD,79,30.161,21945.46,653334.627,01 01 2014
Taiwan,TWN,TWD,79,29.982,21945.46,653334.627,01 07 2014
Taiwan,TWN,TWD,79,31.493,22844.316,693787.589,01 01 2015
Taiwan,TWN,TWD,79,31.02,22844.316,693787.589,01 07 2015
Taiwan,TWN,TWD,69,33.2315,22752.991,725992.946,01 01 2016
Taiwan,TWN,TWD,69,32.029,22752.991,725992.946,01 07 2016
Taiwan,TWN,TWD,69,31.905,23070.733,745769.126,01 01 2017
Taiwan,TWN,TWD,69,30.4775,23070.733,745769.126,01 07 2017
Taiwan,TWN,TWD,69,29.553,25061.624,762936.397,01 01 2018
Taiwan,TWN,TWD,69,30.3725,25061.624,762936.397,01 07 2018
Taiwan,TWN,TWD,69,30.803,25825.566,778967.95,01 01 2019
Taiwan,TWN,TWD,72,31.172,25825.566,778967.95,09 07 2019
Taiwan,TWN,TWD,72,29.8845,25903.168,801107.277,14 01 2020
Taiwan,TWN,TWD,72,29.4565,25903.168,801107.277,01 07 2020
Taiwan,TWN,TWD,72,27.98,28571.44,845236.048,01 01 2021
Taiwan,TWN,TWD,72,28.0475,28571.44,845236.048,01 07 2021
Taiwan,TWN,TWD,75,27.814,33186.341,929997.432,01 01 2022
Taiwan,TWN,TWD,75,29.9075,33186.341,929997.432,01 07 2022
Taiwan,TWN,TWD,75,30.369,32643.218,973114.394,01 01 2023
Taiwan,TWN,TWD,75,31.4265,32643.218,973114.394,01 07 2023
Thailand,THA,THB,55,38,2031.165,76885.008,01 04 2000
Thailand,THA,THB,55,45.5,2003.605,80533.876,01 04 2001
Thailand,THA,THB,55,43.3,1890.25,84121.327,01 04 2002
Thailand,THA,THB,59,42.7,2094.257,90052.438,01 04 2003
Thailand,THA,THB,59,40.8,2356.968,97867.018,01 05 2004
Thailand,THA,THB,60,40.53,2657.909,106996.686,01 06 2005
Thailand,THA,THB,60,39.755,2890.482,116399.489,01 01 2006
Thailand,THA,THB,60,38.445,2890.482,116399.489,01 05 2006
Thailand,THA,THB,62,35.3,3366.815,127645.035,01 01 2007
Thailand,THA,THB,62,34.455,3366.815,127645.035,01 06 2007
Thailand,THA,THB,62,33.36,3973.994,137141.401,01 06 2008
Thailand,THA,THB,64.49,34.165,4373.451,145900.887,01 07 2009
Thailand,THA,THB,70,33.135,4208.355,144446.304,01 01 2010
Thailand,THA,THB,70,32.305,4208.355,144446.304,01 07 2010
Thailand,THA,THB,70,29.75,5073.705,160847.382,01 07 2011
Thailand,THA,THB,78,31.75,5493.743,167464.121,01 01 2012
Thailand,THA,THB,82,31.7,5493.743,167464.121,01 07 2012
Thailand,THA,THB,87,29.755,5862.993,182165.04,01 01 2013
Thailand,THA,THB,89,31.275,5862.993,182165.04,01 07 2013
Thailand,THA,THB,96,32.875,6168.708,189525.998,01 01 2014
Thailand,THA,THB,99,31.78,6168.708,189525.998,01 07 2014
Thailand,THA,THB,99,32.605,5952.377,193315.985,01 01 2015
Thailand,THA,THB,108,34.0875,5952.377,193315.985,01 07 2015
Thailand,THA,THB,112,36.22,5837.807,200008.385,01 01 2016
Thailand,THA,THB,119,34.965,5837.807,200008.385,01 07 2016
Thailand,THA,THB,119,35.573,5995.205,211542.109,01 01 2017
Thailand,THA,THB,119,34.0365,5995.205,211542.109,01 07 2017
Thailand,THA,THB,119,31.95,6596.224,223792.876,01 01 2018
Thailand,THA,THB,119,33.17,6596.224,223792.876,01 07 2018
Thailand,THA,THB,119,32.0075,7295.952,235830.442,01 01 2019
Thailand,THA,THB,119,30.8275,7295.952,235830.442,09 07 2019
Thailand,THA,THB,115,30.2775,7812.108,242571.391,14 01 2020
Thailand,THA,THB,128,31.385,7812.108,242571.391,01 07 2020
Thailand,THA,THB,128,30.13,7170.849,224371.79,01 01 2021
Thailand,THA,THB,128,32.81,7170.849,224371.79,01 07 2021
Thailand,THA,THB,128,33.295,7226.837,231113.68,01 01 2022
Thailand,THA,THB,128,36.6125,7226.837,231113.68,01 07 2022
Thailand,THA,THB,128,32.8225,7650.884,247827.577,01 01 2023
Thailand,THA,THB,128,34.22875,7650.884,247827.577,01 07 2023
Turkey,TUR,TRY,4.00E+06,1324500,3082.899,3769.12,01 04 2002
Turkey,TUR,TRY,3750000,1600500,3617.23,5453.307,01 04 2003
Turkey,TUR,TRY,3950000,1531000,4684.698,7027.699,01 05 2004
Turkey,TUR,TRY,4,1.369,6015.665,8570.077,01 06 2005
Turkey,TUR,TRY,4.1,1.3365,7350.887,9879.038,01 01 2006
Turkey,TUR,TRY,4.2,1.5415,7350.887,9879.038,01 05 2006
Turkey,TUR,TRY,4.55,1.40975,7961.078,11411.982,01 01 2007
Turkey,TUR,TRY,4.75,1.2981,7961.078,11411.982,01 06 2007
Turkey,TUR,TRY,5.15,1.19275,9640.571,12576.353,01 06 2008
Turkey,TUR,TRY,5.65,1.55005,10778.131,14021.233,01 07 2009
Turkey,TUR,TRY,5.65,1.47455,8941.404,13869.33,01 01 2010
Turkey,TUR,TRY,5.95,1.5293,8941.404,13869.33,01 07 2010
Turkey,TUR,TRY,6.5,1.72285,10533.45,15838.537,01 07 2011
Turkey,TUR,TRY,6.6,1.86295,11221.402,18801.558,01 01 2012
Turkey,TUR,TRY,8.25,1.8269,11221.402,18801.558,01 07 2012
Turkey,TUR,TRY,8.45,1.76875,11637.915,20911.569,01 01 2013
